order_id,city,order_date,order_time,delivery_partner,distance_km,prep_time_min,estimated_eta_min,actual_delivery_time_min,on_time,cancelled,cancellation_reason,order_value,delivery_fee,customer_rating,payment_method,restaurant_category,weather,peak_hour
382,Bengaluru,10/21/2025,5:49 AM,DP027,22.98,3,35,90,false,true,Weather,1328.69,24.51,1.8,UPI,Snacks,Rainy,false
383,Chennai,5/11/2025,6:44 AM,DP017,27.89,18,58,52,false,false,Rider,814.96,36.57,3.0,Card,Grocery,Clear,true
384,Kolkata,12/20/2025,9:56 PM,DP001,11.0,49,55,39,true,true,Weather,853.37,57.02,2.8,UPI,Snacks,Rainy,true
385,Hyderabad,1/31/2025,7:27 PM,DP041,8.3,58,20,35,false,true,Weather,569.7,27.23,2.8,Cash,Snacks,Rainy,true
386,Pune,3/28/2025,12:31 PM,DP020,14.88,58,47,47,true,true,Customer,1025.05,40.73,2.4,Cash,Pharmacy,Clear,true
387,Hyderabad,11/24/2025,10:54 AM,DP033,16.48,3,32,48,false,true,Rider,1469.19,68.37,3.1,UPI,Pharmacy,Clear,false
388,Ahmedabad,7/19/2025,10:26 AM,DP039,10.62,3,44,41,true,true,Weather,399.25,75.79,2.3,Card,Dairy,Rainy,false
389,Jaipur,1/30/2025,9:47 PM,DP042,20.81,60,26,81,false,false,Restaurant,1429.24,15.54,1.1,Cash,Snacks,Clear,true
390,Jaipur,9/15/2025,12:58 AM,DP021,20.95,41,22,22,true,false,Restaurant,831.25,11.34,3.2,Cash,Grocery,Clear,false
391,Jaipur,4/29/2025,1:38 AM,DP038,3.71,43,16,22,false,true,Weather,1472.21,39.7,4.8,UPI,Dairy,Clear,false
392,Pune,8/28/2025,11:49 AM,DP047,25.61,49,41,30,true,true,Restaurant,203.31,73.42,4.9,Cash,Bakery,Rainy,false
393,Chennai,11/16/2025,2:47 AM,DP016,7.43,25,46,19,false,false,Rider,421.18,59.36,1.9,Card,Pharmacy,Clear,true
394,Bengaluru,4/10/2025,6:53 AM,DP043,26.33,25,42,11,false,false,Customer,599.1,61.43,4.1,UPI,Bakery,Rainy,true
395,Jaipur,10/16/2025,7:42 PM,DP033,20.35,21,28,27,true,false,Customer,1169.32,64.13,4.1,UPI,Grocery,Rainy,true
396,Chennai,1/24/2025,2:23 PM,DP034,4.59,7,48,69,true,false,Rider,1123.96,63.66,3.7,UPI,Pharmacy,Clear,true
397,Ahmedabad,12/14/2025,5:14 PM,DP009,26.87,23,50,62,true,true,Rider,331.04,31.61,1.9,UPI,Bakery,Clear,false
398,Bengaluru,4/1/2025,2:20 PM,DP018,8.24,10,35,88,false,true,Restaurant,1461.01,50.46,2.7,UPI,Bakery,Clear,true
399,Bengaluru,2/15/2025,10:17 AM,DP019,5.14,40,42,69,false,false,Customer,1253.42,46.16,2.9,Card,Dairy,Rainy,true
400,Delhi,9/7/2025,3:23 AM,DP004,22.24,43,48,37,true,true,Customer,715.76,49.99,2.9,UPI,Grocery,Clear,false
401,Hyderabad,2/10/2025,1:53 PM,DP008,13.04,58,45,49,true,true,Customer,800.49,20.84,2.8,Cash,Grocery,Rainy,false
402,Pune,4/21/2025,10:56 AM,DP002,8.47,36,17,21,true,true,Restaurant,1111.6,64.2,2.5,UPI,Snacks,Clear,false
403,Hyderabad,11/5/2025,12:52 PM,DP043,9.64,4,13,21,false,false,Customer,1411.48,70.81,3.3,Card,Snacks,Rainy,true
404,Jaipur,10/29/2025,1:43 AM,DP036,26.0,27,24,77,true,true,Restaurant,663.82,76.59,4.4,UPI,Grocery,Rainy,true
405,Jaipur,10/19/2025,6:33 AM,DP018,29.16,22,13,11,true,false,Weather,536.62,57.3,1.0,Cash,Pharmacy,Rainy,false
406,Bengaluru,4/15/2025,5:39 AM,DP004,3.76,44,31,53,false,false,Rider,1321.02,52.67,1.3,UPI,Pharmacy,Rainy,true
407,Pune,6/6/2025,6:26 PM,DP009,9.62,35,13,19,false,false,Rider,1122.29,17.38,1.4,Cash,Pharmacy,Clear,false
408,Pune,5/22/2025,3:58 PM,DP022,19.69,3,17,21,true,false,Weather,1419.48,15.17,3.8,UPI,Dairy,Rainy,false
409,Mumbai,4/15/2025,9:30 AM,DP006,28.97,12,43,18,true,true,Customer,235.38,69.06,1.5,Card,Grocery,Rainy,true
410,Bengaluru,5/3/2025,11:45 AM,DP034,28.65,53,53,22,false,false,Restaurant,1222.19,22.11,4.2,UPI,Dairy,Clear,true
411,Lucknow,7/8/2025,1:34 AM,DP001,27.8,7,60,90,true,true,Customer,802.14,55.64,2.9,Card,Bakery,Rainy,false
412,Kolkata,10/24/2025,10:42 PM,DP009,23.73,41,48,39,true,true,Customer,416.67,54.7,1.7,Cash,Snacks,Rainy,true
413,Jaipur,2/23/2025,3:07 AM,DP020,23.28,13,29,86,true,true,Restaurant,196.26,19.16,1.6,Card,Bakery,Rainy,false
414,Lucknow,5/24/2025,1:11 AM,DP025,20.38,35,47,40,true,false,Customer,1272.82,34.3,4.0,Cash,Dairy,Clear,false
415,Jaipur,8/30/2025,8:37 AM,DP004,1.08,7,26,21,false,true,Customer,1227.74,52.49,3.0,Cash,Pharmacy,Rainy,false
416,Pune,10/19/2025,10:53 PM,DP050,16.57,33,12,84,false,true,Restaurant,1356.39,18.08,3.4,UPI,Grocery,Rainy,true
417,Chennai,11/29/2025,2:16 PM,DP034,25.83,41,59,77,false,false,Restaurant,463.95,22.42,2.1,Cash,Bakery,Clear,true
418,Kolkata,7/23/2025,9:34 PM,DP005,11.08,6,44,64,true,true,Restaurant,1159.78,17.73,2.2,Cash,Pharmacy,Clear,true
419,Jaipur,7/27/2025,8:42 PM,DP049,4.79,5,40,35,true,true,Customer,953.7,49.81,2.1,UPI,Pharmacy,Clear,false
420,Jaipur,6/24/2025,9:34 AM,DP031,27.2,59,42,65,true,true,Rider,555.97,67.98,1.5,Card,Grocery,Rainy,false
421,Mumbai,9/27/2025,5:25 AM,DP011,10.65,27,60,18,true,false,Weather,1096.16,55.01,1.8,Card,Snacks,Clear,true
422,Kolkata,3/26/2025,5:10 PM,DP007,21.52,52,35,59,false,false,Restaurant,215.52,25.5,1.9,Cash,Grocery,Rainy,false
423,Jaipur,9/18/2025,8:17 PM,DP044,22.56,1,25,79,false,false,Rider,800.91,21.77,3.2,UPI,Pharmacy,Clear,true
424,Hyderabad,3/27/2025,3:27 PM,DP035,12.07,54,28,37,false,true,Rider,672.8,76.07,2.9,UPI,Grocery,Rainy,true
425,Kolkata,2/28/2025,4:14 AM,DP048,10.43,55,60,21,true,false,Customer,536.82,48.44,2.3,Card,Snacks,Clear,true
426,Ahmedabad,8/1/2025,4:52 PM,DP048,28.94,54,15,42,false,true,Restaurant,562.55,17.45,2.1,Card,Dairy,Clear,true
427,Jaipur,1/25/2025,1:51 AM,DP042,27.56,13,54,20,false,false,Restaurant,474.04,70.57,1.5,Cash,Grocery,Clear,true
428,Pune,3/12/2025,3:17 AM,DP012,10.53,5,52,69,true,false,Customer,167.99,73.4,2.4,Card,Bakery,Rainy,true
429,Pune,8/23/2025,1:59 AM,DP008,1.59,32,57,18,true,false,Weather,529.95,58.87,1.8,Cash,Grocery,Rainy,false
430,Ahmedabad,6/19/2025,5:07 PM,DP048,8.32,10,19,90,false,false,Customer,899.27,61.46,2.9,Cash,Dairy,Rainy,false
431,Hyderabad,2/13/2025,1:01 PM,DP049,3.37,12,30,37,true,false,Weather,251.85,55.54,3.1,Card,Bakery,Clear,true
432,Ahmedabad,6/21/2025,4:56 AM,DP019,16.08,53,38,50,true,true,Customer,698.77,43.56,2.4,Cash,Pharmacy,Clear,false
433,Hyderabad,9/3/2025,11:13 AM,DP038,17.25,57,29,45,true,false,Customer,1161.39,46.57,1.6,UPI,Dairy,Rainy,true
434,Bengaluru,2/12/2025,9:49 AM,DP021,23.29,29,49,42,true,false,Restaurant,1059.21,15.58,3.3,Card,Snacks,Rainy,false
435,Jaipur,9/21/2025,6:48 AM,DP016,11.48,4,21,43,false,true,Weather,1043.6,18.84,4.6,UPI,Snacks,Rainy,true
436,Mumbai,3/16/2025,12:05 PM,DP024,2.9,35,32,35,false,false,Restaurant,502.42,29.48,4.2,UPI,Grocery,Rainy,true
437,Delhi,6/16/2025,9:55 PM,DP002,5.11,24,31,22,true,false,Customer,649.65,36.78,4.6,UPI,Grocery,Rainy,false
438,Delhi,5/29/2025,8:09 PM,DP006,6.32,20,40,33,true,true,Weather,1393.61,28.72,1.2,Cash,Snacks,Clear,false
439,Pune,8/25/2025,2:47 AM,DP021,3.95,29,36,29,true,false,Weather,283.44,56.94,1.8,Card,Snacks,Rainy,true
440,Jaipur,11/16/2025,1:08 AM,DP021,16.89,7,41,29,true,true,Restaurant,266.69,50.76,3.7,Cash,Dairy,Clear,false
441,Ahmedabad,3/6/2025,7:18 PM,DP046,25.37,43,38,43,true,true,Weather,1262.14,37.02,3.6,Card,Pharmacy,Rainy,false
442,Pune,3/16/2025,7:04 PM,DP001,25.2,42,58,48,true,true,Restaurant,231.5,26.76,3.7,UPI,Dairy,Clear,true
443,Hyderabad,5/2/2025,9:34 PM,DP010,23.2,6,30,87,false,true,Customer,750.82,39.43,4.8,Card,Dairy,Clear,false
444,Hyderabad,8/1/2025,1:03 AM,DP014,5.19,59,20,82,true,false,Rider,1338.31,34.4,2.0,UPI,Bakery,Rainy,false
445,Bengaluru,7/22/2025,11:41 PM,DP007,11.38,16,54,63,true,true,Rider,698.66,35.34,1.3,UPI,Pharmacy,Clear,false
446,Bengaluru,3/6/2025,7:41 AM,DP014,26.66,36,35,50,false,false,Rider,917.78,29.05,3.3,Cash,Snacks,Clear,true
447,Hyderabad,11/8/2025,7:21 AM,DP017,16.07,8,60,53,false,true,Customer,617.23,19.15,4.4,Cash,Bakery,Rainy,true
448,Lucknow,9/30/2025,11:37 PM,DP050,12.06,16,29,78,false,true,Restaurant,1253.75,57.86,3.4,Cash,Dairy,Clear,false
449,Jaipur,1/13/2025,1:56 AM,DP031,3.24,2,48,88,true,false,Rider,1198.09,22.06,1.0,Cash,Pharmacy,Rainy,false
450,Pune,12/23/2025,5:03 AM,DP005,22.83,41,45,65,false,false,Rider,1267.21,69.14,4.4,UPI,Snacks,Rainy,false
451,Chennai,7/2/2025,5:07 PM,DP018,14.14,22,48,44,true,true,Restaurant,1267.15,14.24,3.9,UPI,Snacks,Clear,false
452,Lucknow,6/18/2025,12:14 AM,DP009,12.68,40,18,32,false,false,Customer,402.27,54.5,2.1,Card,Snacks,Rainy,true
453,Delhi,1/27/2025,9:19 AM,DP013,25.72,45,11,74,false,true,Weather,1305.54,29.96,1.4,Cash,Grocery,Clear,true
454,Kolkata,3/12/2025,11:50 AM,DP041,1.17,12,35,74,true,true,Weather,1039.78,11.85,3.0,Cash,Snacks,Rainy,true
455,Kolkata,6/9/2025,2:10 AM,DP035,22.87,30,22,21,false,true,Rider,479.7,78.64,1.2,Cash,Dairy,Rainy,false
456,Ahmedabad,1/24/2025,2:10 PM,DP035,7.34,1,47,84,true,true,Rider,909.45,72.8,2.2,Card,Pharmacy,Clear,true
457,Bengaluru,11/24/2025,4:11 AM,DP029,7.82,32,60,40,true,true,Weather,600.57,23.37,4.7,Cash,Bakery,Rainy,false
458,Delhi,8/2/2025,12:20 AM,DP008,16.65,45,20,54,false,false,Rider,205.56,20.79,1.1,UPI,Snacks,Rainy,false
459,Lucknow,4/17/2025,6:12 AM,DP036,29.84,59,40,11,false,true,Rider,1058.83,42.57,4.9,Card,Pharmacy,Clear,false
460,Delhi,2/19/2025,9:59 PM,DP036,27.09,26,18,44,false,false,Customer,1237.79,16.33,2.0,Cash,Snacks,Rainy,false
461,Chennai,11/13/2025,7:11 AM,DP050,1.91,8,51,22,false,true,Weather,1387.79,40.56,1.7,Card,Pharmacy,Rainy,false
462,Hyderabad,9/1/2025,10:17 AM,DP020,25.97,2,35,88,false,false,Customer,443.46,17.29,3.7,UPI,Snacks,Clear,true
463,Bengaluru,11/10/2025,4:19 PM,DP012,24.82,21,24,29,true,false,Rider,630.37,32.79,1.1,Card,Bakery,Clear,true
464,Hyderabad,8/22/2025,4:10 AM,DP006,11.1,39,33,42,true,true,Restaurant,1375.29,26.24,3.9,UPI,Dairy,Rainy,false
465,Hyderabad,1/11/2025,9:45 PM,DP034,17.81,11,34,44,true,true,Weather,476.27,24.27,3.4,Cash,Bakery,Clear,false
466,Kolkata,10/3/2025,8:51 PM,DP006,24.94,3,45,19,false,true,Customer,588.83,56.09,3.6,UPI,Snacks,Clear,false
467,Kolkata,6/1/2025,8:17 PM,DP020,24.19,25,55,42,false,false,Rider,1427.93,13.69,1.1,UPI,Snacks,Clear,false
468,Lucknow,10/6/2025,4:56 PM,DP004,7.55,29,53,53,true,false,Rider,1367.76,56.4,4.5,Card,Snacks,Rainy,false
469,Lucknow,4/5/2025,7:23 AM,DP050,13.29,25,27,71,true,true,Restaurant,736.4,27.58,4.6,Cash,Bakery,Clear,true
470,Bengaluru,9/11/2025,9:07 AM,DP024,20.59,6,41,14,false,true,Rider,398.3,49.56,2.7,Cash,Grocery,Rainy,true
471,Hyderabad,1/28/2025,4:35 AM,DP005,1.96,39,57,29,false,true,Rider,981.07,49.21,1.9,Card,Grocery,Rainy,false
472,Hyderabad,8/2/2025,1:28 AM,DP012,6.92,30,13,80,true,false,Customer,475.05,12.56,4.4,Card,Snacks,Rainy,false
473,Chennai,12/21/2025,10:39 AM,DP012,11.58,42,23,27,true,false,Restaurant,844.82,26.96,2.2,Cash,Snacks,Clear,false
474,Ahmedabad,2/18/2025,3:26 AM,DP019,5.89,34,36,11,true,true,Rider,524.36,71.83,3.9,UPI,Grocery,Clear,false
475,Kolkata,1/6/2025,11:41 PM,DP027,23.07,11,35,25,false,true,Customer,575.58,57.97,4.9,Card,Snacks,Clear,true
476,Chennai,6/6/2025,11:59 AM,DP007,19.85,50,39,63,true,true,Rider,434.15,53.55,1.5,Cash,Grocery,Rainy,false
477,Chennai,10/1/2025,12:18 AM,DP041,17.53,50,37,73,false,true,Rider,288.4,40.91,2.7,UPI,Pharmacy,Rainy,true
478,Ahmedabad,6/9/2025,11:24 AM,DP011,26.74,60,44,19,false,false,Weather,1171.77,66.54,2.6,UPI,Pharmacy,Clear,true
479,Mumbai,8/30/2025,10:32 PM,DP030,5.79,16,33,13,false,false,Weather,734.78,34.48,4.0,Cash,Grocery,Clear,false
480,Ahmedabad,8/10/2025,8:00 AM,DP045,12.66,16,12,10,false,true,Weather,1416.3,25.92,4.3,UPI,Bakery,Clear,true
481,Lucknow,1/21/2025,11:39 PM,DP048,18.19,9,15,13,false,false,Restaurant,998.57,71.34,1.4,UPI,Dairy,Rainy,false
482,Delhi,1/8/2025,1:12 PM,DP003,12.52,37,19,59,true,false,Restaurant,633.25,12.73,1.7,UPI,Dairy,Clear,false
483,Ahmedabad,6/16/2025,5:06 PM,DP024,10.24,27,47,65,true,false,Rider,1025.42,15.85,2.4,Card,Pharmacy,Rainy,false
484,Hyderabad,9/19/2025,10:58 AM,DP027,14.3,1,43,16,false,false,Customer,1333.89,46.99,3.3,Cash,Snacks,Clear,true
485,Kolkata,2/10/2025,8:31 PM,DP012,11.8,13,20,17,true,true,Restaurant,746.23,30.82,3.4,Cash,Grocery,Clear,false
486,Lucknow,5/10/2025,1:13 PM,DP003,25.29,55,39,39,false,true,Restaurant,420.01,21.97,1.4,UPI,Bakery,Clear,false
487,Delhi,7/2/2025,12:59 AM,DP019,6.79,2,35,31,true,true,Rider,220.77,57.48,4.7,Card,Bakery,Clear,true
488,Ahmedabad,7/11/2025,8:16 AM,DP013,26.45,3,46,20,true,true,Restaurant,887.68,53.66,1.7,Cash,Dairy,Clear,true
489,Jaipur,4/24/2025,6:57 AM,DP009,12.49,36,49,64,true,false,Restaurant,549.84,43.59,3.1,Cash,Bakery,Clear,false
490,Bengaluru,11/5/2025,4:27 PM,DP005,19.47,43,12,58,true,true,Customer,580.85,54.97,3.8,Card,Bakery,Rainy,false
491,Hyderabad,10/24/2025,7:23 PM,DP039,13.78,44,60,68,false,true,Customer,280.31,20.43,4.7,Cash,Pharmacy,Rainy,false
492,Pune,8/22/2025,8:32 AM,DP036,10.34,9,41,86,false,true,Restaurant,305.53,31.13,4.7,UPI,Snacks,Clear,false
493,Chennai,11/16/2025,9:55 AM,DP006,9.09,38,50,32,true,true,Rider,432.92,73.91,3.0,Card,Grocery,Rainy,true
494,Pune,9/7/2025,2:01 PM,DP046,28.36,18,14,20,true,false,Rider,491.43,79.96,1.6,Card,Snacks,Clear,false
495,Delhi,11/23/2025,2:35 AM,DP021,5.91,27,41,13,false,true,Restaurant,363.34,79.65,3.3,UPI,Bakery,Rainy,true
496,Pune,4/26/2025,12:56 AM,DP048,14.32,47,10,44,false,true,Weather,266.91,72.38,2.3,Cash,Dairy,Clear,false
497,Lucknow,7/23/2025,5:41 AM,DP022,27.66,1,20,67,false,true,Restaurant,541.65,13.46,1.4,UPI,Dairy,Clear,false
498,Mumbai,8/22/2025,5:13 PM,DP001,20.31,45,42,38,false,false,Customer,1176.24,13.08,2.4,Card,Dairy,Rainy,true
499,Hyderabad,5/4/2025,9:51 PM,DP035,15.54,38,17,15,true,false,Restaurant,521.02,56.9,1.1,Cash,Snacks,Clear,true
500,Delhi,5/21/2025,1:45 AM,DP017,24.81,10,19,47,false,true,Customer,1107.89,59.14,5.0,Card,Bakery,Clear,true
501,Lucknow,3/2/2025,11:28 PM,DP047,22.06,13,47,35,false,false,Customer,1081.47,34.83,3.9,UPI,Dairy,Clear,true
502,Kolkata,12/27/2025,4:58 AM,DP034,12.95,10,17,90,true,true,Weather,566.27,17.91,2.5,UPI,Pharmacy,Clear,false
503,Pune,5/17/2025,9:04 AM,DP046,5.78,8,47,30,false,false,Restaurant,406.28,22.37,1.9,UPI,Grocery,Rainy,true
504,Pune,4/14/2025,12:21 AM,DP008,3.42,0,54,63,false,false,Restaurant,810.21,39.17,1.6,Cash,Snacks,Rainy,false
505,Pune,6/23/2025,9:43 AM,DP037,24.59,47,56,33,true,false,Weather,1399.34,58.01,3.9,Card,Grocery,Clear,true
506,Jaipur,2/16/2025,4:02 AM,DP012,9.45,23,41,27,false,true,Customer,567.75,75.12,2.9,UPI,Snacks,Rainy,true
507,Kolkata,3/26/2025,2:23 PM,DP010,2.28,13,35,52,false,true,Restaurant,1200.84,34.13,2.5,UPI,Pharmacy,Rainy,true
508,Hyderabad,5/26/2025,4:53 AM,DP017,26.83,17,33,42,false,true,Restaurant,175.98,23.66,3.6,UPI,Bakery,Rainy,true
509,Bengaluru,11/4/2025,10:19 AM,DP007,8.39,41,35,62,false,true,Weather,971.94,49.82,3.7,Cash,Grocery,Rainy,true
510,Ahmedabad,10/6/2025,11:58 AM,DP001,16.64,45,35,27,false,true,Restaurant,155.41,23.52,4.5,Card,Bakery,Rainy,false
511,Mumbai,12/29/2025,1:18 PM,DP031,12.49,40,35,66,true,true,Weather,1277.68,79.29,4.5,Cash,Pharmacy,Rainy,false
512,Bengaluru,11/20/2025,5:04 AM,DP027,1.06,51,39,50,false,false,Rider,763.35,15.43,1.6,UPI,Dairy,Rainy,true
513,Hyderabad,10/28/2025,11:07 PM,DP010,17.68,54,52,42,true,false,Restaurant,525.12,54.29,1.1,Cash,Pharmacy,Rainy,true
514,Jaipur,10/3/2025,2:06 PM,DP045,15.87,49,54,38,false,true,Rider,404.05,55.74,4.7,Cash,Dairy,Rainy,true
515,Jaipur,2/7/2025,2:37 PM,DP012,7.62,12,57,32,false,true,Rider,1428.45,64.7,3.4,UPI,Pharmacy,Clear,false
516,Hyderabad,9/17/2025,11:48 AM,DP024,10.25,8,19,64,false,true,Weather,351.34,66.12,4.2,UPI,Snacks,Clear,false
517,Delhi,5/23/2025,9:57 AM,DP018,17.17,10,16,47,false,false,Customer,680.05,48.07,3.1,UPI,Bakery,Clear,true
518,Jaipur,9/17/2025,5:46 PM,DP011,1.71,60,11,78,false,false,Rider,300.0,22.33,4.6,UPI,Bakery,Clear,false
519,Mumbai,8/18/2025,3:56 PM,DP048,5.74,6,60,83,false,true,Rider,1205.43,19.59,4.4,Card,Snacks,Rainy,false
520,Chennai,5/24/2025,6:48 PM,DP039,23.19,46,15,34,false,false,Weather,1368.3,23.82,1.7,Cash,Pharmacy,Rainy,true
521,Kolkata,5/30/2025,2:20 PM,DP050,22.64,40,52,38,false,false,Weather,872.45,66.66,4.2,Card,Pharmacy,Clear,true
522,Jaipur,10/3/2025,4:07 PM,DP019,1.53,45,19,42,false,true,Rider,563.69,39.6,1.6,Card,Pharmacy,Clear,true
523,Hyderabad,7/5/2025,10:28 AM,DP022,28.81,22,56,34,false,false,Restaurant,883.8,54.58,2.4,UPI,Grocery,Clear,true
524,Delhi,6/18/2025,6:51 PM,DP015,27.05,53,19,69,true,true,Customer,1152.1,63.91,3.5,Card,Grocery,Clear,false
525,Ahmedabad,2/23/2025,3:04 AM,DP045,4.38,47,30,34,false,true,Rider,1190.71,42.87,2.1,Cash,Snacks,Rainy,false
526,Hyderabad,10/12/2025,9:44 PM,DP026,3.34,17,51,50,false,false,Rider,375.97,48.61,3.7,UPI,Dairy,Clear,true
527,Mumbai,10/15/2025,2:54 PM,DP036,23.89,52,42,14,false,true,Customer,531.97,44.12,3.2,Card,Grocery,Clear,true
528,Hyderabad,9/11/2025,1:15 AM,DP050,19.66,51,13,52,true,false,Restaurant,930.38,10.84,1.7,Cash,Pharmacy,Clear,false
529,Chennai,10/10/2025,8:44 PM,DP031,17.62,43,51,61,true,true,Restaurant,1318.45,72.19,4.0,UPI,Bakery,Rainy,true
530,Pune,7/20/2025,6:28 PM,DP002,15.97,3,22,63,true,true,Restaurant,828.41,73.54,2.7,UPI,Pharmacy,Rainy,true
531,Jaipur,5/31/2025,5:24 AM,DP030,1.63,11,28,14,false,false,Weather,1420.63,60.93,3.7,UPI,Snacks,Clear,false
532,Lucknow,6/25/2025,5:33 AM,DP005,14.03,57,46,13,false,true,Weather,487.39,68.87,1.2,Cash,Snacks,Clear,false
533,Pune,1/8/2025,11:33 AM,DP037,10.64,2,23,10,true,false,Customer,549.52,49.8,2.3,Cash,Grocery,Clear,true
534,Bengaluru,9/18/2025,8:16 AM,DP025,8.04,6,60,79,true,true,Customer,1231.52,45.72,4.2,UPI,Snacks,Clear,false
535,Delhi,10/31/2025,8:01 PM,DP029,16.14,16,60,86,true,true,Customer,1127.29,19.78,4.8,Card,Pharmacy,Rainy,true
536,Chennai,4/28/2025,3:39 AM,DP026,28.57,60,29,58,true,false,Weather,334.4,75.64,4.5,Cash,Grocery,Clear,true
537,Kolkata,6/30/2025,5:48 AM,DP018,14.88,8,49,33,false,false,Customer,924.73,56.61,2.9,Card,Snacks,Clear,true
538,Pune,12/21/2025,1:14 AM,DP041,23.99,6,45,45,true,true,Rider,505.34,30.7,1.6,UPI,Grocery,Clear,true
539,Hyderabad,12/17/2025,9:34 AM,DP025,11.15,4,25,84,false,true,Customer,923.93,35.31,4.8,Cash,Snacks,Rainy,true
540,Mumbai,5/23/2025,12:08 PM,DP027,27.78,1,47,70,true,false,Weather,678.44,38.44,3.2,UPI,Snacks,Clear,true
541,Delhi,8/5/2025,10:14 PM,DP050,2.98,16,16,76,true,false,Customer,534.23,51.86,2.0,UPI,Bakery,Rainy,true
542,Pune,11/20/2025,10:45 PM,DP013,9.45,54,51,61,true,false,Rider,535.64,45.22,3.6,UPI,Snacks,Rainy,true
543,Jaipur,10/4/2025,4:49 PM,DP032,18.56,19,60,32,true,false,Weather,1330.09,23.87,4.4,Cash,Bakery,Rainy,false
544,Pune,8/21/2025,4:58 AM,DP019,8.48,9,18,12,true,true,Restaurant,406.63,16.11,1.9,Card,Dairy,Clear,false
545,Mumbai,8/17/2025,4:30 PM,DP014,5.54,60,26,50,false,false,Customer,164.75,23.86,2.0,UPI,Grocery,Rainy,true
546,Ahmedabad,5/5/2025,10:15 AM,DP005,10.92,14,55,84,false,false,Rider,1116.72,42.51,1.2,Card,Bakery,Rainy,false
547,Mumbai,1/15/2025,9:36 PM,DP039,14.97,21,35,59,true,true,Weather,1224.62,61.09,1.5,Cash,Dairy,Rainy,false
548,Lucknow,5/27/2025,11:00 PM,DP043,20.31,11,39,83,true,false,Restaurant,120.45,31.8,1.4,UPI,Dairy,Clear,false
549,Mumbai,2/20/2025,10:43 AM,DP018,11.24,42,57,75,false,true,Restaurant,1302.32,14.89,1.3,Cash,Grocery,Rainy,false
550,Hyderabad,4/2/2025,4:18 PM,DP050,18.86,41,35,45,true,false,Weather,1106.08,33.23,1.4,UPI,Dairy,Clear,true
551,Pune,10/5/2025,6:38 AM,DP048,20.04,16,43,21,true,true,Customer,137.97,25.27,4.0,Card,Pharmacy,Clear,false
552,Lucknow,6/25/2025,9:55 PM,DP050,16.49,53,45,87,false,false,Customer,364.35,28.72,1.3,UPI,Pharmacy,Clear,false
553,Chennai,7/9/2025,3:24 AM,DP016,19.97,6,14,10,true,true,Restaurant,1335.94,42.06,4.0,Card,Pharmacy,Clear,false
554,Pune,5/3/2025,10:25 AM,DP028,7.2,48,56,74,false,true,Restaurant,714.3,68.91,3.3,UPI,Dairy,Rainy,true
555,Jaipur,11/2/2025,3:03 AM,DP004,24.57,18,26,55,true,true,Customer,720.12,74.26,2.7,UPI,Grocery,Clear,true
556,Jaipur,1/26/2025,11:01 AM,DP017,2.23,1,26,82,true,true,Customer,742.26,77.77,1.6,Card,Bakery,Rainy,true
557,Pune,12/26/2025,7:25 PM,DP031,19.69,40,16,81,false,true,Rider,547.86,73.6,4.3,UPI,Snacks,Rainy,false
558,Delhi,10/31/2025,11:34 PM,DP034,17.14,52,13,37,true,false,Restaurant,1432.01,26.04,4.8,Card,Snacks,Clear,false
559,Bengaluru,11/6/2025,11:45 PM,DP023,15.98,41,26,24,true,false,Weather,1151.97,37.71,1.9,Card,Grocery,Clear,false
560,Ahmedabad,12/21/2025,9:38 PM,DP030,2.73,7,29,30,true,true,Rider,1284.21,34.72,3.7,Cash,Pharmacy,Clear,false
561,Delhi,8/28/2025,6:15 AM,DP012,21.08,55,48,67,true,true,Restaurant,1026.35,44.37,4.3,UPI,Grocery,Rainy,true
562,Jaipur,1/15/2025,12:10 PM,DP046,8.63,35,58,27,false,false,Rider,1333.09,21.61,2.4,Cash,Pharmacy,Clear,true
563,Kolkata,4/15/2025,9:16 AM,DP048,8.28,8,24,62,false,true,Customer,877.54,44.64,2.9,UPI,Bakery,Rainy,true
564,Pune,3/1/2025,12:57 AM,DP015,11.1,21,46,49,true,true,Restaurant,486.91,17.77,1.9,Card,Dairy,Clear,true
565,Kolkata,7/18/2025,7:53 AM,DP011,27.25,19,25,18,true,false,Customer,1345.85,33.09,2.8,UPI,Dairy,Rainy,false
566,Ahmedabad,8/17/2025,7:27 AM,DP043,26.84,13,19,39,false,false,Rider,1216.46,14.73,3.8,UPI,Pharmacy,Rainy,true
567,Delhi,2/27/2025,2:42 AM,DP042,11.55,9,17,23,true,false,Rider,1179.88,50.25,2.5,Card,Snacks,Clear,false
568,Jaipur,6/16/2025,1:03 PM,DP003,22.46,44,27,53,false,true,Rider,1122.57,12.23,1.9,Cash,Snacks,Clear,false
569,Lucknow,1/2/2025,3:41 AM,DP019,1.46,36,11,13,true,false,Restaurant,152.54,44.35,3.6,Cash,Dairy,Rainy,false
570,Chennai,6/22/2025,7:56 PM,DP043,16.21,10,24,25,true,true,Weather,166.72,42.5,4.9,Cash,Grocery,Clear,true
571,Delhi,7/30/2025,5:09 AM,DP011,2.44,11,23,18,true,true,Rider,733.49,55.23,4.3,Card,Snacks,Clear,false
572,Pune,7/21/2025,4:13 AM,DP049,4.83,47,17,26,true,false,Customer,656.25,22.94,3.4,Cash,Bakery,Clear,true
